stack_type,Wavelength_nm,reflectance,dR_dlambda,step_749_750,slope_jump_749_750
simple,720.0,0.05269906533114861,4.980713654363644e-05,0.00877492783003233,0.025302908842261718
simple,721.0,0.05274887246769225,0.00011430705408399869,0.00877492783003233,0.025302908842261718
simple,722.0,0.05292767943931661,0.0001963675461219283,0.00877492783003233,0.025302908842261718
simple,723.0,0.053141607559936105,0.0001644970894350388,0.00877492783003233,0.025302908842261718
simple,724.0,0.05325667361818669,6.49179008085192e-05,0.00877492783003233,0.025302908842261718
simple,725.0,0.05327144336155314,7.398173620567702e-05,0.00877492783003233,0.025302908842261718
simple,726.0,0.05340463709059804,0.0003237831645842744,0.00877492783003233,0.025302908842261718
simple,727.0,0.05391900969072169,0.0006238716754761627,0.00877492783003233,0.025302908842261718
simple,728.0,0.054652380441550366,0.000683529630078162,0.00877492783003233,0.025302908842261718
simple,729.0,0.055286068950878016,0.0005828188838819907,0.00877492783003233,0.025302908842261718
simple,730.0,0.05581801820931435,0.0005632814164256983,0.00877492783003233,0.025302908842261718
simple,731.0,0.05641263178372941,0.0006523734122278642,0.00877492783003233,0.025302908842261718
simple,732.0,0.057122765033770076,0.0007103790273749327,0.00877492783003233,0.025302908842261718
simple,733.0,0.05783338983847928,0.0006571184618495013,0.00877492783003233,0.025302908842261718
simple,734.0,0.05843700195746908,0.0006268550741484261,0.00877492783003233,0.025302908842261718
simple,735.0,0.05908709998677613,0.0007999410237644472,0.00877492783003233,0.025302908842261718
simple,736.0,0.06003688400499797,0.0010446426627406247,0.00877492783003233,0.025302908842261718
simple,737.0,0.06117638531225738,0.001048222340998016,0.00877492783003233,0.025302908842261718
simple,738.0,0.062133328686994005,0.0008077997459187379,0.00877492783003233,0.025302908842261718
simple,739.0,0.06279198480409486,0.0006280106467345808,0.00877492783003233,0.025302908842261718
simple,740.0,0.06338934998046317,0.0006516938568065928,0.00877492783003233,0.025302908842261718
simple,741.0,0.06409537251770804,0.0007273351044424572,0.00877492783003233,0.025302908842261718
simple,742.0,0.06484402018934808,0.0007329654425273363,0.00877492783003233,0.025302908842261718
simple,743.0,0.06556130340276271,0.000730721343517933,0.00877492783003233,0.025302908842261718
simple,744.0,0.06630546287638395,-0.0011113639721142543,0.00877492783003233,0.025302908842261718
simple,745.0,0.0633385754585342,-0.004393584936157352,0.00877492783003233,0.025302908842261718
simple,746.0,0.05751829300406924,-0.007613222417205162,0.00877492783003233,0.025302908842261718
simple,747.0,0.04811213062412388,-0.01057970065671373,0.00877492783003233,0.025302908842261718
simple,748.0,0.036358891690641784,-0.008239825130267102,0.00877492783003233,0.025302908842261718
simple,749.0,0.03163248036358968,0.002024258251490111,0.00877492783003233,0.025302908842261718
simple,750.0,0.040407408193622006,0.01467571267262097,0.00877492783003233,0.025302908842261718
simple,751.0,0.060983905708831616,0.020611057384796277,0.00877492783003233,0.025302908842261718
simple,752.0,0.08162952296321456,0.014556154534422234,0.00877492783003233,0.025302908842261718
simple,753.0,0.09009621477767608,0.008731518978562634,0.00877492783003233,0.025302908842261718
simple,754.0,0.09909256092033983,0.009226932583927969,0.00877492783003233,0.025302908842261718
simple,755.0,0.10855007994553202,0.00964992621251292,0.00877492783003233,0.025302908842261718
simple,756.0,0.11839241334536567,0.00999782008615014,0.00877492783003233,0.025302908842261718
simple,757.0,0.1285457201178323,0.010273491555040988,0.00877492783003233,0.025302908842261718
simple,758.0,0.13893939645544764,0.010480460130631628,0.00877492783003233,0.025302908842261718
simple,759.0,0.14950664037909556,0.010622736315426304,0.00877492783003233,0.025302908842261718
simple,760.0,0.16018486908630025,0.010704680105374564,0.00877492783003233,0.025302908842261718
simple,761.0,0.17091600058984469,0.010730872356361276,0.00877492783003233,0.025302908842261718
simple,762.0,0.1816466137990228,0.010706001038346832,0.00877492783003233,0.025302908842261718
simple,763.0,0.19232800266653835,0.010634763377700487,0.00877492783003233,0.025302908842261718
simple,764.0,0.20291614055442378,0.010521784039458498,0.00877492783003233,0.025302908842261718
simple,765.0,0.21337157074545535,0.010371548835978017,0.00877492783003233,0.025302908842261718
simple,766.0,0.22365923822637981,0.01018835296042793,0.00877492783003233,0.025302908842261718
simple,767.0,0.2337482766663112,0.009976262416260637,0.00877492783003233,0.025302908842261718
simple,768.0,0.2436117630589011,0.00973908712437424,0.00877492783003233,0.025302908842261718
simple,769.0,0.2532264509150597,0.009480364112615991,0.00877492783003233,0.025302908842261718
simple,770.0,0.26257249128413307,0.009203349202386135,0.00877492783003233,0.025302908842261718
simple,771.0,0.27163314931983196,0.008911015680631768,0.00877492783003233,0.025302908842261718
simple,772.0,0.2803945226453966,0.008606058562110858,0.00877492783003233,0.025302908842261718
simple,773.0,0.28884526644405367,0.00829090318916434,0.00877492783003233,0.025302908842261718
simple,774.0,0.2969763290237253,0.007967717070864078,0.00877492783003233,0.025302908842261718
simple,775.0,0.3047807005857818,0.007638424019931256,0.00877492783003233,0.025302908842261718
simple,776.0,0.3122531770635878,0.007304719796825593,0.00877492783003233,0.025302908842261718
simple,777.0,0.319390140179433,0.006968088611033707,0.00877492783003233,0.025302908842261718
simple,778.0,0.3261893542856552,0.0066298199567312865,0.00877492783003233,0.025302908842261718
simple,779.0,0.3326497800928956,0.006291025372358788,0.00877492783003233,0.025302908842261718
simple,780.0,0.3387714050303728,0.006121624937477199,0.00877492783003233,0.025302908842261718
mid,720.0,0.032579708741497064,-8.82131214095111e-06,0.012711529775871151,0.012186998778605324
mid,721.0,0.03257088742935611,-1.4796005131066658e-06,0.012711529775871151,0.012186998778605324
mid,722.0,0.03257674954047085,4.600941233721956e-05,0.012711529775871151,0.012186998778605324
mid,723.0,0.03266290625403055,0.00011898002191601531,0.012711529775871151,0.012186998778605324
mid,724.0,0.03281470958430288,0.00012038143277155397,0.012711529775871151,0.012186998778605324
mid,725.0,0.03290366911957366,6.026505997272155e-05,0.012711529775871151,0.012186998778605324
mid,726.0,0.032935239704248324,0.00010744160050447579,0.012711529775871151,0.012186998778605324
mid,727.0,0.03311855232058261,0.00026757318108425535,0.012711529775871151,0.012186998778605324
mid,728.0,0.033470386066416835,0.0003447557150346482,0.012711529775871151,0.012186998778605324
mid,729.0,0.03380806375065191,0.0003045536568617134,0.012711529775871151,0.012186998778605324
mid,730.0,0.03407949338014026,0.0002788071181859392,0.012711529775871151,0.012186998778605324
mid,731.0,0.034365677987023786,0.00031700023087301993,0.012711529775871151,0.012186998778605324
mid,732.0,0.0347134938418863,0.0003401362762057991,0.012711529775871151,0.012186998778605324
mid,733.0,0.035045950539435385,0.0002748459719161822,0.012711529775871151,0.012186998778605324
mid,734.0,0.035263185785718666,0.00020649185567508596,0.012711529775871151,0.012186998778605324
mid,735.0,0.035458934250785556,0.0002888439496310895,0.012711529775871151,0.012186998778605324
mid,736.0,0.035840873684980845,0.00045105599841711516,0.012711529775871151,0.012186998778605324
mid,737.0,0.03636104624761979,0.00045866513855075813,0.012711529775871151,0.012186998778605324
mid,738.0,0.03675820396208236,0.00029375460143094695,0.012711529775871151,0.012186998778605324
mid,739.0,0.03694855545048168,0.00016313751286969533,0.012711529775871151,0.012186998778605324
mid,740.0,0.03708447898782175,0.00015809192362548075,0.012711529775871151,0.012186998778605324
mid,741.0,0.03726473929773264,0.00017744247299811972,0.012711529775871151,0.012186998778605324
mid,742.0,0.03743936393381799,0.000153442724885159,0.012711529775871151,0.012186998778605324
mid,743.0,0.03757162474750296,0.00013485247979030945,0.012711529775871151,0.012186998778605324
mid,744.0,0.03770906889339861,-0.00022250273888098707,0.012711529775871151,0.012186998778605324
mid,745.0,0.037126619269740986,-0.0008156842615369524,0.012711529775871151,0.012186998778605324
mid,746.0,0.036077700370324706,-0.0011945997832648186,0.012711529775871151,0.012186998778605324
mid,747.0,0.03473741970321135,-0.0006966543140141911,0.012711529775871151,0.012186998778605324
mid,748.0,0.034684391742296324,0.002608651649618536,0.012711529775871151,0.012186998778605324
mid,749.0,0.03995472300244842,0.008990930518011624,0.012711529775871151,0.012186998778605324
mid,750.0,0.05266625277831957,0.015084429907314286,0.012711529775871151,0.012186998778605324
mid,751.0,0.070123582817077,0.016133212238570047,0.012711529775871151,0.012186998778605324
mid,752.0,0.08493267725545967,0.01007405954861866,0.012711529775871151,0.012186998778605324
mid,753.0,0.09027170191431431,0.005347068104057162,0.012711529775871151,0.012186998778605324
mid,754.0,0.09562681346357399,0.005353656409617789,0.012711529775871151,0.012186998778605324
mid,755.0,0.1009790147335499,0.005339470918598883,0.012711529775871151,0.012186998778605324
mid,756.0,0.10630575530077176,0.005303827165076838,0.012711529775871151,0.012186998778605324
mid,757.0,0.11158666906370357,0.005248850119180033,0.012711529775871151,0.012186998778605324
mid,758.0,0.11680345553913182,0.0051765412776148476,0.012711529775871151,0.012186998778605324
mid,759.0,0.12193975161893326,0.005088771233271214,0.012711529775871151,0.012186998778605324
mid,760.0,0.12698099800567425,0.004987276084158658,0.012711529775871151,0.012186998778605324
mid,761.0,0.13191430378725058,0.004873656960623779,0.012711529775871151,0.012186998778605324
mid,762.0,0.1367283119269218,0.00474938202718532,0.012711529775871151,0.012186998778605324
mid,763.0,0.14141306784162122,0.004615790396196862,0.012711529775871151,0.012186998778605324
mid,764.0,0.14595989271931553,0.00447409747012735,0.012711529775871151,0.012186998778605324
mid,765.0,0.15036126278187592,0.004325401304823659,0.012711529775871151,0.012186998778605324
mid,766.0,0.15461069532896285,0.0041706896558292295,0.012711529775871151,0.012186998778605324
mid,767.0,0.15870264209353438,0.004010847432435835,0.012711529775871151,0.012186998778605324
mid,768.0,0.16263239019383452,0.003846664339201167,0.012711529775871151,0.012186998778605324
mid,769.0,0.1663959707719367,0.00367884253239828,0.012711529775871151,0.012186998778605324
mid,770.0,0.16999007525863108,0.0035080041595837996,0.012711529775871151,0.012186998778605324
mid,771.0,0.1734119790911043,0.00333469868446834,0.012711529775871151,0.012186998778605324
mid,772.0,0.17665947262756776,0.003159409927409998,0.012711529775871151,0.012186998778605324
mid,773.0,0.1797307989459243,0.002982562774862585,0.012711529775871151,0.012186998778605324
mid,774.0,0.18262459817729293,0.0028045295295071326,0.012711529775871151,0.012186998778605324
mid,775.0,0.18533985800493857,0.002625635887184924,0.012711529775871151,0.012186998778605324
mid,776.0,0.18787586995166278,0.0024461665379883757,0.012711529775871151,0.012186998778605324
mid,777.0,0.19023219108091532,0.0022663703972999327,0.012711529775871151,0.012186998778605324
mid,778.0,0.19240861074626264,0.002086465478645841,0.012711529775871151,0.012186998778605324
mid,779.0,0.194405122038207,0.0019066434244404407,0.012711529775871151,0.012186998778605324
mid,780.0,0.19622189759514352,0.0018167755569365174,0.012711529775871151,0.012186998778605324
full,720.0,0.0555657358463849,0.0007261360674098716,0.11304154487543383,0.0027225744466439217
full,721.0,0.05629187191379477,0.0005808517461791743,0.11304154487543383,0.0027225744466439217
full,722.0,0.056727439338743246,0.0004995433350116311,0.11304154487543383,0.0027225744466439217
full,723.0,0.05729095858381803,0.0007883272011135756,0.11304154487543383,0.0027225744466439217
full,724.0,0.0583040937409704,0.0010816912469613742,0.11304154487543383,0.0027225744466439217
full,725.0,0.05945434107774078,0.0009140105712737295,0.11304154487543383,0.0027225744466439217
full,726.0,0.060132114883517856,0.0003508860435523231,0.11304154487543383,0.0027225744466439217
full,727.0,0.060156113164845426,-4.4484014824791585e-05,0.11304154487543383,0.0027225744466439217
full,728.0,0.06004314685386827,1.4209147172768166e-05,0.11304154487543383,0.0027225744466439217
full,729.0,0.06018453145919096,0.000201040519339446,0.11304154487543383,0.0027225744466439217
full,730.0,0.060445227892547165,0.00019371407794793044,0.11304154487543383,0.0027225744466439217
full,731.0,0.06057195961508682,5.0081088288848885e-05,0.11304154487543383,0.0027225744466439217
full,732.0,0.06054539006912486,-4.3591916146876186e-05,0.11304154487543383,0.0027225744466439217
full,733.0,0.06048477578279307,-8.235129791348342e-05,0.11304154487543383,0.0027225744466439217
full,734.0,0.060380687473297896,-0.0002389311036279755,0.11304154487543383,0.0027225744466439217
full,735.0,0.06000691357553712,-0.0005656145205389096,0.11304154487543383,0.0027225744466439217
full,736.0,0.05924945843222008,-0.0008298999906881932,0.11304154487543383,0.0027225744466439217
full,737.0,0.058347113594160734,-0.0007848849057474211,0.11304154487543383,0.0027225744466439217
full,738.0,0.057679688620725235,-0.0005068663222648102,0.11304154487543383,0.0027225744466439217
full,739.0,0.05733338094963111,-0.00034100921137164217,0.11304154487543383,0.0027225744466439217
full,740.0,0.05699767019798195,-0.00046620496099520486,0.11304154487543383,0.0027225744466439217
full,741.0,0.0564009710276407,-0.0007224438175019304,0.11304154487543383,0.0027225744466439217
full,742.0,0.05555278256297809,-0.0009055643546038473,0.11304154487543383,0.0027225744466439217
full,743.0,0.05458984231843301,-0.0010179827702526574,0.11304154487543383,0.0027225744466439217
full,744.0,0.053516817022472775,0.006610665019308442,0.11304154487543383,0.0027225744466439217
full,745.0,0.06781117235704989,0.019470306898723377,0.11304154487543383,0.0027225744466439217
full,746.0,0.09245743081991953,0.03354689495432768,0.11304154487543383,0.0027225744466439217
full,747.0,0.13490496226570525,0.05827180329821485,0.11304154487543383,0.0027225744466439217
full,748.0,0.20900103741634923,0.0867853263764628,0.11304154487543383,0.0027225744466439217
full,749.0,0.30847561501863086,0.10625806123885773,0.11304154487543383,0.0027225744466439217
full,750.0,0.4215171598940647,0.10761934846217969,0.11304154487543383,0.0027225744466439217
full,751.0,0.5237143119429902,0.08262675695664429,0.11304154487543383,0.0027225744466439217
full,752.0,0.5867706738073533,0.03403099873743032,0.11304154487543383,0.0027225744466439217
full,753.0,0.5917763094178509,0.004983476583903634,0.11304154487543383,0.0027225744466439217
full,754.0,0.5967376269751605,0.00494274305080572,0.11304154487543383,0.0027225744466439217
full,755.0,0.6016617955194623,0.004906207609828794,0.11304154487543383,0.0027225744466439217
full,756.0,0.6065500421948181,0.004870828570480545,0.11304154487543383,0.0027225744466439217
full,757.0,0.6114034526604234,0.004836439334820142,0.11304154487543383,0.0027225744466439217
full,758.0,0.6162229208644584,0.0048028234082154175,0.11304154487543383,0.0027225744466439217
full,759.0,0.6210090994768542,0.0047697149636665714,0.11304154487543383,0.0027225744466439217
full,760.0,0.6257623507917915,0.004736795101018487,0.11304154487543383,0.0027225744466439217
full,761.0,0.6304826896788912,0.004703681114459679,0.11304154487543383,0.0027225744466439217
full,762.0,0.6351697130207109,0.004669937520188405,0.11304154487543383,0.0027225744466439217
full,763.0,0.639822564719268,0.004635085884796386,0.11304154487543383,0.0027225744466439217
full,764.0,0.6444398847903037,0.004598593276728791,0.11304154487543383,0.0027225744466439217
full,765.0,0.6490197512727256,0.004559866974068405,0.11304154487543383,0.0027225744466439217
full,766.0,0.6535596187384405,0.004518250904811449,0.11304154487543383,0.0027225744466439217
full,767.0,0.6580562530823485,0.004473022896336498,0.11304154487543383,0.0027225744466439217
full,768.0,0.6625056645311135,0.004423392226263478,0.11304154487543383,0.0027225744466439217
full,769.0,0.6669030375348755,0.0043684966148863635,0.11304154487543383,0.0027225744466439217
full,770.0,0.6712426577608862,0.004307403523062914,0.11304154487543383,0.0027225744466439217
full,771.0,0.6755178445810013,0.004239117583603069,0.11304154487543383,0.0027225744466439217
full,772.0,0.6797208929280923,0.004162569850426734,0.11304154487543383,0.0027225744466439217
full,773.0,0.6838429842818547,0.0040766088783055765,0.11304154487543383,0.0027225744466439217
full,774.0,0.6878741106847035,0.003980012176152292,0.11304154487543383,0.0027225744466439217
full,775.0,0.6918030086341593,0.0038714944571219823,0.11304154487543383,0.0027225744466439217
full,776.0,0.6956170995989475,0.0037497172394056477,0.11304154487543383,0.0027225744466439217
full,777.0,0.6993024431129706,0.003613301377542899,0.11304154487543383,0.0027225744466439217
full,778.0,0.7028437023540333,0.003460843522457513,0.11304154487543383,0.0027225744466439217
full,779.0,0.7062241301578857,0.0032909377188066746,0.11304154487543383,0.0027225744466439217
full,780.0,0.7094255777916466,0.0032014476337609565,0.11304154487543383,0.0027225744466439217
