NKChart,,,,,
580.8409328,2.15137247,580.8409328,0.069872735,,
580.0607533,2.15218354,580.0607533,0.070351408,,
579.2805738,2.152999589,579.2805738,0.07083607,,
578.5003944,2.15382065,578.5003944,0.071326823,,
577.7202149,2.154646752,577.7202149,0.071823769,,
576.9400354,2.155477926,576.9400354,0.072327015,,
576.159856,2.156314205,576.159856,0.072836667,,
575.3796765,2.157155617,575.3796765,0.073352837,,
574.599497,2.158002195,574.599497,0.073875636,,
573.8193176,2.158853969,573.8193176,0.074405178,,
573.0391381,2.159710969,573.0391381,0.07494158,,
572.2589586,2.160573226,572.2589586,0.075484961,,
571.4787792,2.161440772,571.4787792,0.076035443,,
570.6985997,2.162313635,570.6985997,0.076593149,,
569.9184202,2.163191848,569.9184202,0.077158207,,
569.1382408,2.16407544,569.1382408,0.077730744,,
568.3580613,2.164964444,568.3580613,0.078310893,,
567.5778818,2.165858891,567.5778818,0.078898788,,
566.7977024,2.166758813,566.7977024,0.079494567,,
566.0175229,2.167664243,566.0175229,0.080098368,,
565.2373434,2.168575214,565.2373434,0.080710335,,
564.4571639,2.169491762,564.4571639,0.081330613,,
563.6769845,2.170413924,563.6769845,0.08195935,,
562.896805,2.171341738,562.896805,0.082596698,,
562.1166255,2.172275249,562.1166255,0.083242811,,
561.3364461,2.173214503,561.3364461,0.083897847,,
560.5562666,2.174159555,560.5562666,0.084561965,,
559.7760871,2.175110471,559.7760871,0.085235328,,
558.9959077,2.176067334,558.9959077,0.085918102,,
558.2157282,2.177030257,558.2157282,0.086610453,,
557.4355487,2.177999436,557.4355487,0.087312551,,
556.6553693,2.178975356,556.6553693,0.088024812,,
555.8751898,2.17995782,555.8751898,0.088748167,,
555.0950103,2.180946451,555.0950103,0.08948287,,
554.3148309,2.181941072,554.3148309,0.090229125,,
553.5346514,2.182941557,553.5346514,0.090987141,,
552.7544719,2.183947799,552.7544719,0.091757125,,
551.9742925,2.184959704,551.9742925,0.092539294,,
551.194113,2.185977187,551.194113,0.093333863,,
550.4139335,2.187000164,550.4139335,0.094141055,,
549.633754,2.188028553,549.633754,0.094961095,,
548.8535746,2.189062272,548.8535746,0.095794213,,
548.0733951,2.190101239,548.0733951,0.096640645,,
547.2932156,2.191145371,547.2932156,0.097500628,,
546.5130362,2.19219458,546.5130362,0.098374407,,
545.7328567,2.193248777,545.7328567,0.099262231,,
544.9526772,2.194307869,544.9526772,0.100164351,,
544.1724978,2.19537176,544.1724978,0.101081027,,
543.3923183,2.196440348,543.3923183,0.10201252,,
542.6121388,2.197513528,542.6121388,0.1029591,,
541.8319594,2.198591188,541.8319594,0.103921038,,
541.0517799,2.199673212,541.0517799,0.104898612,,
540.2716004,2.200759477,540.2716004,0.105892106,,
539.491421,2.201849854,539.491421,0.106901808,,
538.7112415,2.202944209,538.7112415,0.107928011,,
537.931062,2.204042397,537.931062,0.108971014,,
537.1508826,2.20514427,537.1508826,0.11003112,,
536.3707031,2.206249667,536.3707031,0.11110864,,
535.5905236,2.207358424,535.5905236,0.112203887,,
534.8103441,2.208470365,534.8103441,0.113317181,,
534.0301647,2.209585305,534.0301647,0.114448848,,
533.2499852,2.210703049,533.2499852,0.115599218,,
532.4698057,2.211823394,532.4698057,0.116768627,,
531.6896263,2.212946123,531.6896263,0.117957415,,
530.9094468,2.214071011,530.9094468,0.119165928,,
530.1292673,2.21519782,530.1292673,0.120394519,,
529.3490879,2.216326298,529.3490879,0.121643542,,
528.5689084,2.217456184,528.5689084,0.12291336,,
527.7887289,2.218587199,527.7887289,0.124204337,,
527.0085495,2.219719053,527.0085495,0.125516845,,
526.22837,2.220851442,526.22837,0.126851258,,
525.4481905,2.221984044,525.4481905,0.128207957,,
524.6680111,2.223116522,524.6680111,0.129587323,,
523.8878316,2.224248524,523.8878316,0.130989745,,
523.1076521,2.225379678,523.1076521,0.132415614,,
522.3274727,2.226509596,522.3274727,0.133865323,,
521.5472932,2.227637869,521.5472932,0.135339269,,
520.7671137,2.228764071,520.7671137,0.136837853,,
519.9869342,2.229887754,519.9869342,0.138361476,,
519.2067548,2.231008448,519.2067548,0.139910541,,
518.4265753,2.232125662,518.4265753,0.141485452,,
517.6463958,2.233238881,517.6463958,0.143086616,,
516.8662164,2.234347567,516.8662164,0.144714438,,
516.0860369,2.235451157,516.0860369,0.146369321,,
515.3058574,2.236549062,515.3058574,0.14805167,,
514.525678,2.237640665,514.525678,0.149761885,,
513.7454985,2.238725324,513.7454985,0.151500364,,
512.965319,2.239802365,512.965319,0.153267502,,
512.1851396,2.240871087,512.1851396,0.155063686,,
511.4049601,2.241930757,511.4049601,0.156889302,,
510.6247806,2.24298061,510.6247806,0.158744723,,
509.8446012,2.244019849,509.8446012,0.160630318,,
509.0644217,2.245047643,509.0644217,0.162546443,,
508.2842422,2.246063125,508.2842422,0.164493444,,
507.5040628,2.247065392,507.5040628,0.166471655,,
506.7238833,2.248053507,506.7238833,0.168481394,,
505.9437038,2.249026492,505.9437038,0.170522962,,
505.1635243,2.24998333,505.1635243,0.172596642,,
504.3833449,2.250922968,504.3833449,0.174702697,,
503.6031654,2.251844307,503.6031654,0.176841368,,
502.8229859,2.25274621,502.8229859,0.179012868,,
502.0428065,2.253627497,502.0428065,0.181217384,,
501.262627,2.254486945,501.262627,0.183455074,,
500.4824475,2.255323285,500.4824475,0.18572606,,
499.7022681,2.256135208,499.7022681,0.18803043,,
498.9220886,2.256921357,498.9220886,0.190368231,,
498.1419091,2.257680331,498.1419091,0.192739469,,
497.3617297,2.258410685,497.3617297,0.195144101,,
496.5815502,2.259110926,496.5815502,0.197582037,,
495.8013707,2.25977952,495.8013707,0.20005313,,
495.0211913,2.260414886,495.0211913,0.202557178,,
494.2410118,2.261015399,494.2410118,0.205093914,,
493.4608323,2.261579391,493.4608323,0.207663006,,
492.6806529,2.262105154,492.6806529,0.21026405,,
491.9004734,2.262590937,491.9004734,0.212896565,,
491.1202939,2.263034952,491.1202939,0.215559991,,
490.3401144,2.263435372,490.3401144,0.218253679,,
489.559935,2.263790338,489.559935,0.22097689,,
488.7797555,2.26409796,488.7797555,0.223728789,,
487.999576,2.264356317,487.999576,0.226508438,,
487.2193966,2.264563466,487.2193966,0.229314789,,
486.4392171,2.264717443,486.4392171,0.232146685,,
485.6590376,2.264816272,485.6590376,0.235002846,,
484.8788582,2.264857962,484.8788582,0.237881869,,
484.0986787,2.264840522,484.0986787,0.240782222,,
483.3184992,2.264761963,483.3184992,0.243702236,,
482.5383198,2.264620306,482.5383198,0.246640103,,
481.7581403,2.264413591,481.7581403,0.249593866,,
480.9779608,2.264139882,480.9779608,0.252561422,,
480.1977814,2.263797283,480.1977814,0.255540511,,
479.4176019,2.26338394,479.4176019,0.258528713,,
478.6374224,2.262898059,478.6374224,0.261523449,,
477.857243,2.262337913,477.857243,0.264521972,,
477.0770635,2.261701855,477.0770635,0.26752137,,
476.296884,2.260988333,476.296884,0.27051856,,
475.5167045,2.260195901,475.5167045,0.273510293,,
474.7365251,2.259323233,474.7365251,0.276493148,,
473.9563456,2.25836914,473.9563456,0.279463537,,
473.1761661,2.257332583,473.1761661,0.282417709,,
472.3959867,2.256212691,472.3959867,0.285351751,,
471.6158072,2.255008775,471.6158072,0.288261593,,
470.8356277,2.253720344,470.8356277,0.291143016,,
470.0554483,2.252347122,470.0554483,0.293991661,,
469.2752688,2.250889064,469.2752688,0.296803037,,
468.4950893,2.249346373,468.4950893,0.299572533,,
467.7149099,2.247719516,467.7149099,0.302295429,,
466.9347304,2.246009234,466.9347304,0.304966916,,
466.1545509,2.244216565,466.1545509,0.307582106,,
465.3743715,2.24234285,465.3743715,0.310136057,,
464.594192,2.240389751,464.594192,0.312623785,,
463.8140125,2.238359257,463.8140125,0.315040295,,
463.0338331,2.236253699,463.0338331,0.317380596,,
462.2536536,2.234075751,462.2536536,0.319639731,,
461.4734741,2.231828444,461.4734741,0.321812801,,
460.6932946,2.229515163,460.6932946,0.323894993,,
459.9131152,2.227139651,459.9131152,0.325881607,,
459.1329357,2.224706008,459.1329357,0.327768086,,
458.3527562,2.222218686,458.3527562,0.329550048,,
457.5725768,2.219682484,457.5725768,0.33122331,,
456.7923973,2.217102536,456.7923973,0.332783924,,
456.0122178,2.214484303,456.0122178,0.334228202,,
455.2320384,2.211833553,455.2320384,0.335552748,,
454.4518589,2.209156343,454.4518589,0.336754484,,
453.6716794,2.206459003,453.6716794,0.337830675,,
452.8915,2.203748106,452.8915,0.33877896,,
452.1113205,2.201030445,452.1113205,0.339597365,,
451.331141,2.198313003,451.331141,0.340284335,,
450.5509616,2.195602923,450.5509616,0.34083874,,
449.7707821,2.192907474,449.7707821,0.341259901,,
448.9906026,2.190234015,448.9906026,0.341547594,,
448.2104232,2.187589963,448.2104232,0.341702062,,
447.4302437,2.184982753,447.4302437,0.341724022,,
446.6500642,2.182419805,446.6500642,0.341614663,,
445.8698847,2.179908479,445.8698847,0.341375647,,
445.0897053,2.177456048,445.0897053,0.341009101,,
444.3095258,2.175069653,444.3095258,0.340517612,,
443.5293463,2.172756273,443.5293463,0.339904212,,
442.7491669,2.170522689,442.7491669,0.339172361,,
441.9689874,2.168375454,441.9689874,0.338325932,,
441.1888079,2.166320859,441.1888079,0.337369189,,
440.4086285,2.164364913,440.4086285,0.336306757,,
439.628449,2.16251331,439.628449,0.335143606,,
438.8482695,2.160771413,438.8482695,0.333885013,,
438.0680901,2.159144232,438.0680901,0.332536537,,
437.2879106,2.15763641,437.2879106,0.331103988,,
436.5077311,2.15625221,436.5077311,0.329593392,,
435.7275517,2.154995508,435.7275517,0.328010964,,
434.9473722,2.153869782,434.9473722,0.326363068,,
434.1671927,2.152878113,434.1671927,0.32465619,,
433.3870133,2.152023187,433.3870133,0.322896907,,
432.6068338,2.151307293,432.6068338,0.32109185,,
431.8266543,2.150732332,431.8266543,0.319247681,,
431.0464748,2.150299828,431.0464748,0.31737106,,
430.2662954,2.150010933,430.2662954,0.315468621,,
429.4861159,2.149866445,429.4861159,0.313546944,,
428.7059364,2.149866818,428.7059364,0.311612534,,
427.925757,2.150012185,427.925757,0.309671801,,
427.1455775,2.150302368,427.1455775,0.307731038,,
426.365398,2.150736903,426.365398,0.305796407,,
425.5852186,2.151315056,425.5852186,0.303873924,,
424.8050391,2.152035843,424.8050391,0.301969444,,
424.0248596,2.152898053,424.0248596,0.300088656,,
423.2446802,2.153900267,423.2446802,0.298237071,,
422.4645007,2.155040879,422.4645007,0.296420018,,
421.6843212,2.156318115,421.6843212,0.294642638,,
420.9041418,2.157730053,420.9041418,0.292909887,,
420.1239623,2.159274644,420.1239623,0.291226529,,
419.3437828,2.160949732,419.3437828,0.289597144,,
418.5636034,2.162753065,418.5636034,0.288026125,,
417.7834239,2.16468232,417.7834239,0.286517688,,
417.0032444,2.166735114,417.0032444,0.285075872,,
416.2230649,2.168909021,416.2230649,0.283704551,,
415.4428855,2.171201584,415.4428855,0.282407438,,
414.662706,2.17361033,414.662706,0.281188097,,
413.8825265,2.176132783,413.8825265,0.280049949,,
413.1023471,2.178766468,413.1023471,0.278996283,,
412.3221676,2.181508929,412.3221676,0.278030272,,
411.5419881,2.184357732,411.5419881,0.277154975,,
410.7618087,2.187310473,410.7618087,0.276373358,,
409.9816292,2.190364785,409.9816292,0.2756883,,
409.2014497,2.193518345,409.2014497,0.275102608,,
408.4212703,2.196768874,408.4212703,0.274619029,,
407.6410908,2.200114144,407.6410908,0.274240263,,
406.8609113,2.203551979,406.8609113,0.273968977,,
406.0807319,2.207080253,406.0807319,0.273807815,,
405.3005524,2.210696896,405.3005524,0.273759417,,
404.5203729,2.21439989,404.5203729,0.273826426,,
403.7401935,2.218187267,403.7401935,0.274011506,,
402.960014,2.222057108,402.960014,0.274317352,,
402.1798345,2.226007538,402.1798345,0.274746707,,
401.399655,2.230036725,401.399655,0.275302374,,
400.6194756,2.23414287,400.6194756,0.275987229,,
399.8392961,2.238324205,399.8392961,0.276804236,,
399.0591166,2.242578983,399.0591166,0.277756459,,
398.2789372,2.246905472,398.2789372,0.278847078,,
397.4987577,2.251301944,397.4987577,0.280079404,,
396.7185782,2.255766666,396.7185782,0.281456888,,
395.9383988,2.260297887,395.9383988,0.282983142,,
395.1582193,2.264893826,395.1582193,0.284661948,,
394.3780398,2.269552658,394.3780398,0.286497275,,
393.5978604,2.274272498,393.5978604,0.288493295,,
392.8176809,2.279051382,392.8176809,0.290654394,,
392.0375014,2.283887251,392.0375014,0.292985189,,
391.257322,2.288777926,391.257322,0.295490545,,
390.4771425,2.293721088,390.4771425,0.298175586,,
389.696963,2.298714249,389.696963,0.301045712,,
388.9167836,2.303754728,388.9167836,0.304106611,,
388.1366041,2.308839616,388.1366041,0.307364279,,
387.3564246,2.313965742,387.3564246,0.310825028,,
386.5762451,2.319129638,386.5762451,0.3144955,,
385.7960657,2.324327495,385.7960657,0.318382685,,
385.0158862,2.329555119,385.0158862,0.322493923,,
384.2357067,2.334807879,384.2357067,0.326836922,,
383.4555273,2.340080653,383.4555273,0.33141976,,
382.6753478,2.345367769,382.6753478,0.336250893,,
381.8951683,2.350662936,381.8951683,0.341339156,,
381.1149889,2.355959174,381.1149889,0.346693761,,
380.3348094,2.361248734,380.3348094,0.352324293,,
379.5546299,2.366523011,379.5546299,0.358240693,,
378.7744505,2.371772455,378.7744505,0.364453245,,
377.994271,2.37698646,377.994271,0.370972542,,
377.2140915,2.382153267,377.2140915,0.377809456,,
376.4339121,2.387259835,376.4339121,0.384975082,,
375.6537326,2.392291721,375.6537326,0.392480682,,
374.8735531,2.397232948,374.8735531,0.400337599,,
374.0933737,2.402065856,374.0933737,0.408557166,,
373.3131942,2.406770963,373.3131942,0.41715058,,
372.5330147,2.411326807,372.5330147,0.426128759,,
371.7528352,2.415709792,371.7528352,0.43550217,,
370.9726558,2.419894033,370.9726558,0.445280616,,
370.1924763,2.423851203,370.1924763,0.455472995,,
369.4122968,2.427550387,369.4122968,0.466087016,,
368.6321174,2.430957958,368.6321174,0.477128862,,
367.8519379,2.434037463,367.8519379,0.488602814,,
367.0717584,2.436749549,367.0717584,0.500510818,,
366.291579,2.43905193,366.291579,0.512851994,,
365.5113995,2.440899402,365.5113995,0.525622091,,
364.73122,2.442243937,364.73122,0.538812894,,
363.9510406,2.443034858,363.9510406,0.552411568,,
363.1708611,2.443219116,363.1708611,0.566399969,,
362.3906816,2.442741698,362.3906816,0.580753917,,
361.6105022,2.441546176,361.6105022,0.595442456,,
360.8303227,2.439575412,360.8303227,0.610427124,,
360.0501432,2.436772454,360.0501432,0.625661257,,
359.2699638,2.433081613,359.2699638,0.641089375,,
358.4897843,2.428449741,358.4897843,0.65664668,,
357.7096048,2.4228277,357.7096048,0.672258727,,
356.9294253,2.416172013,356.9294253,0.687841319,,
356.1492459,2.408446656,356.1492459,0.703300684,,
355.3690664,2.399624954,355.3690664,0.718533983,,
354.5888869,2.38969151,354.5888869,0.733430207,,
353.8087075,2.378644095,353.8087075,0.747871491,,
353.028528,2.366495384,353.028528,0.761734856,,
352.2483485,2.353274452,352.2483485,0.774894394,,
351.4681691,2.339027903,351.4681691,0.787223833,,
350.6879896,2.323820532,350.6879896,0.798599431,,
349.9078101,2.307735428,349.9078101,0.808903093,,
349.1276307,2.290873441,349.1276307,0.818025591,,
348.3474512,2.273351997,348.3474512,0.82586973,,
347.5672717,2.255303242,347.5672717,0.832353304,,
346.7870923,2.236871585,346.7870923,0.837411694,,
346.0069128,2.218210723,346.0069128,0.840999956,,
345.2267333,2.199480265,345.2267333,0.843094286,,
344.4465539,2.180842125,344.4465539,0.843692795,,
343.6663744,2.162456838,343.6663744,0.842815547,,
342.8861949,2.144479972,342.8861949,0.840503876,,
342.1060154,2.127058795,342.1060154,0.836819038,,
341.325836,2.110329325,341.325836,0.831840279,,
340.5456565,2.094413866,340.5456565,0.825662441,,
339.765477,2.079419108,339.765477,0.818393226,,
338.9852976,2.065434817,338.9852976,0.810150263,,
338.2051181,2.052533106,338.2051181,0.801058114,,
337.4249386,2.040768286,337.4249386,0.791245316,,
336.6447592,2.03017721,336.6447592,0.780841603,,
335.8645797,2.020780074,335.8645797,0.769975346,,
335.0844002,2.012581566,335.0844002,0.758771315,,
334.3042208,2.005572309,334.3042208,0.747348779,,
333.5240413,1.999730482,333.5240413,0.735819967,,
332.7438618,1.995023565,332.7438618,0.724288904,,
331.9636824,1.991410121,331.9636824,0.7128506,,
331.1835029,1.988841551,331.1835029,0.701590564,,
330.4033234,1.987263781,330.4033234,0.690584621,,
329.623144,1.986618827,329.623144,0.679898982,,
328.8429645,1.986846212,328.8429645,0.669590522,,
328.062785,1.987884227,328.062785,0.659707228,,
327.2826055,1.989671005,327.2826055,0.650288781,,
326.5024261,1.992145436,326.5024261,0.641367212,,
325.7222466,1.995247897,325.7222466,0.632967618,,
324.9420671,1.998920836,324.9420671,0.6251089,,
324.1618877,2.003109205,324.1618877,0.617804497,,
323.3817082,2.007760765,323.3817082,0.611063099,,
322.6015287,2.012826286,322.6015287,0.604889327,,
321.8213493,2.018259644,321.8213493,0.599284361,,
321.0411698,2.024017851,321.0411698,0.594246523,,
320.2609903,2.030061012,320.2609903,0.589771802,,
319.4808109,2.036352241,319.4808109,0.585854318,,
318.7006314,2.042857539,318.7006314,0.582486739,,
317.9204519,2.049545639,317.9204519,0.57966064,,
317.1402725,2.056387844,317.1402725,0.577366813,,
316.360093,2.063357842,316.360093,0.575595531,,
315.5799135,2.070431526,315.5799135,0.574336773,,
314.7997341,2.077586808,314.7997341,0.573580414,,
314.0195546,2.084803434,314.0195546,0.573316372,,
313.2393751,2.092062807,313.2393751,0.573534737,,
312.4591956,2.099347817,312.4591956,0.574225873,,
311.6790162,2.106642679,311.6790162,0.57538049,,
310.8988367,2.113932778,310.8988367,0.576989708,,
310.1186572,2.121204522,310.1186572,0.579045096,,
309.3384778,2.12844521,309.3384778,0.581538706,,
308.5582983,2.135642903,308.5582983,0.584463087,,
307.7781188,2.142786306,307.7781188,0.587811292,,
306.9979394,2.149864659,306.9979394,0.591576879,,
306.2177599,2.156867637,306.2177599,0.595753906,,
305.4375804,2.163785253,305.4375804,0.60033691,,
304.657401,2.170607771,304.657401,0.605320896,,
303.8772215,2.177325628,303.8772215,0.610701306,,
303.097042,2.183929357,303.097042,0.616473999,,
302.3168626,2.190409516,302.3168626,0.622635216,,
301.5366831,2.196756627,301.5366831,0.629181547,,
300.7565036,2.202961114,300.7565036,0.636109897,,
299.9763242,2.209013249,299.9763242,0.643417442,,
299.1961447,2.214903101,299.1961447,0.651101593,,
298.4159652,2.220620488,298.4159652,0.659159952,,
297.6357857,2.226154933,297.6357857,0.667590259,,
296.8556063,2.231495628,296.8556063,0.676390355,,
296.0754268,2.236631393,296.0754268,0.685558118,,
295.2952473,2.241550647,295.2952473,0.695091423,,
294.5150679,2.246241378,294.5150679,0.704988074,,
293.7348884,2.25069112,293.7348884,0.715245757,,
292.9547089,2.254886927,292.9547089,0.725861968,,
292.1745295,2.258815362,292.1745295,0.736833961,,
291.39435,2.262462483,291.39435,0.748158673,,
290.6141705,2.265813833,290.6141705,0.75983266,,
289.8339911,2.26885444,289.8339911,0.771852025,,
289.0538116,2.27156882,289.0538116,0.784212345,,
288.2736321,2.273940986,288.2736321,0.796908594,,
287.4934527,2.275954465,287.4934527,0.809935068,,
286.7132732,2.277592316,286.7132732,0.823285306,,
285.9330937,2.278837166,285.9330937,0.836952007,,
285.1529143,2.279671248,285.1529143,0.850926953,,
284.3727348,2.280076441,284.3727348,0.865200925,,
283.5925553,2.280034335,283.5925553,0.879763625,,
282.8123758,2.27952629,282.8123758,0.894603598,,
282.0321964,2.278533514,282.0321964,0.909708154,,
281.2520169,2.277037148,281.2520169,0.925063297,,
280.4718374,2.275018361,280.4718374,0.940653658,,
279.691658,2.27245846,279.691658,0.956462429,,
278.9114785,2.269338999,278.9114785,0.972471316,,
278.131299,2.265641916,278.131299,0.988660489,,
277.3511196,2.26134966,277.3511196,1.005008547,,
276.5709401,2.256445345,276.5709401,1.021492497,,
275.7907606,2.250912896,275.7907606,1.038087746,,
275.0105812,2.244737216,275.0105812,1.054768104,,
274.2304017,2.237904347,274.2304017,1.071505807,,
273.4502222,2.230401644,273.4502222,1.088271562,,
272.6700428,2.222217942,272.6700428,1.105034601,,
271.8898633,2.213343732,271.8898633,1.121762764,,
271.1096838,2.203771323,271.1096838,1.138422601,,
270.3295044,2.193495009,270.3295044,1.154979489,,
269.5493249,2.182511217,269.5493249,1.171397781,,
268.7691454,2.170818654,268.7691454,1.187640963,,
267.9889659,2.158418431,267.9889659,1.203671842,,
267.2087865,2.145314173,267.2087865,1.219452744,,
266.428607,2.131512109,266.428607,1.234945734,,
265.6484275,2.117021138,265.6484275,1.250112846,,
264.8682481,2.101852871,264.8682481,1.264916325,,
264.0880686,2.086021642,264.0880686,1.279318881,,
263.3078891,2.0695445,263.3078891,1.293283941,,
262.5277097,2.05244116,262.5277097,1.306775907,,
261.7475302,2.034733932,261.7475302,1.319760407,,
260.9673507,2.016447617,260.9673507,1.332204545,,
260.1871713,1.99760938,260.1871713,1.344077127,,
